constituency_code,party_share,turnout,party_candidate,party_vote,party_name,party_swing
E14000598,2.8,71.4,Chris Bowers,1525,Liberal Democrat,-11.0
E14000598,0.2,71.4,Nick Yeomans,116,Independent,0.2
E14000598,0.2,71.4,Howard Pilott,88,Socialist Party GB,0.2
E14000601,38.4,62.0,Karin Smyth,19505,Labour,-0.1
E14000601,24.3,62.0,Isobel Grant,12377,Conservative,1.4
E14000601,16.5,62.0,Steve Wood,8381,UKIP,13.9
E14000601,11.5,62.0,Tony Dyer,5861,Green Party,9.0
E14000601,8.7,62.0,Mark Wright,4416,Liberal Democrat,-20.0
E14000601,0.6,62.0,Tom Baldwin,302,TUSC,0.2
E14000604,53.0,67.3,Robert Neill,23343,Conservative,-0.5
E14000604,22.2,67.3,John Courtneidge,9779,Labour,5.6
E14000604,14.3,67.3,Emmett Jenner,6285,UKIP,11.0
E14000604,6.4,67.3,Sam Webber,2836,Liberal Democrat,-15.5
E14000604,4.1,67.3,Roisin Robertson,1823,Green Party,2.8
E14000600,43.9,67.6,Charlotte Leslie,22767,Conservative,6.0
E14000600,34.4,67.6,Darren Jones,17823,Labour,8.5
E14000600,9.4,67.6,Michael Frost,4889,UKIP,7.1
E14000600,6.2,67.6,Clare Campion-Smith,3214,Liberal Democrat,-25.3
E14000600,5.7,67.6,Justin Quinnell,2952,Green Party,4.7
E14000600,0.3,67.6,Anne Lemon,160,TUSC,0.3
E14000603,50.5,71.1,Keith Simpson,26808,Conservative,4.3
E14000603,18.8,71.1,Chris Jones,9970,Labour,4.9
E14000603,16.7,71.1,Stuart Agnew,8881,UKIP,12.2
E14000603,9.8,71.1,Steve Riley,5178,Liberal Democrat,-22.6
E14000603,4.2,71.1,Andrew Boswell,2252,Green Party,2.8
E14000606,56.1,63.1,Charles Walker,25797,Conservative,-2.7
E14000606,19.7,63.1,David Platt,9074,UKIP,15.6
E14000606,18.4,63.1,Edward Robinson,8470,Labour,0.8
E14000606,3.2,63.1,Anthony Rowlands,1467,Liberal Democrat,-10.2
E14000606,2.6,63.1,Russell Secker,1216,Green Party,2.6
E14000608,64.5,69.2,John Bercow,34617,Speaker,17.2
E14000608,21.7,69.2,David Fowler,11675,UKIP,4.4
E14000608,13.8,69.2,Alan Francis,7400,Green Party,13.8
E14000605,53.8,71.2,Sajid Javid,28133,Conservative,10.2
E14000605,22.2,71.2,Tom Ebbutt,11604,Labour,0.4
E14000605,15.6,71.2,Stuart Cross,8163,UKIP,9.9
E14000605,5.0,71.2,Bart Ricketts,2616,Liberal Democrat,-14.6
E14000605,3.3,71.2,Spoz Esposito,1729,Green Party,3.3
E14000610,50.1,65.5,Andrew Griffiths,24736,Conservative,5.6
E14000610,27.3,65.5,Jon Wheale,13484,Labour,-4.5
E14000610,17.5,65.5,Mike Green,8658,UKIP,14.6
E14000610,2.5,65.5,David MacDonald,1232,Liberal Democrat,-13.3
E14000610,2.5,65.5,Samantha Patrone,1224,Green Party,2.5
E14000602,35.7,72.0,Thangam Debbonaire,22900,Labour,8.1
E14000602,26.8,72.0,Darren Hall,17227,Green Party,23.0
E14000602,18.8,72.0,Stephen Williams,12103,Liberal Democrat,-29.2
E14000602,15.2,72.0,Claire Hiscott,9752,Conservative,-3.2
E14000602,3.0,72.0,Paul Turner,1940,UKIP,1.8
E14000602,0.3,72.0,Dawn Parry,204,Independents for Bristol,0.3
E14000602,0.1,72.0,Stewart Weston,92,Left Unity,0.1
E14000607,45.2,74.4,Anna Soubry,24163,Conservative,6.2
E14000607,37.2,74.4,Nick Palmer,19876,Labour,-1.1
E14000607,10.6,74.4,Frank Dunne,5674,UKIP,8.4
E14000607,4.0,74.4,Stan Heptinstall,2120,Liberal Democrat,-12.9
E14000607,2.9,74.4,David Kirwan,1544,Green Party,2.1
E14000607,0.1,74.4,Ray Barry,63,Justice for Men and Boys,0.1
E14000609,37.6,61.6,Julie Cooper,14951,Labour,6.3
E14000609,29.5,61.6,Gordon Birtwistle,11707,Liberal Democrat,-6.2
E14000609,17.3,61.6,Tom Commis,6864,UKIP,15.0
E14000609,13.5,61.6,Sarah Cockburn-Price,5374,Conservative,-3.1
E14000609,2.1,61.6,Mike Hargreaves,850,Green Party,2.1
E14000612,45.1,63.9,Ivan Lewis,21272,Labour,4.6
E14000612,34.6,63.9,Daniel Critchlow,16350,Conservative,1.0
E14000612,13.3,63.9,Séamus Martin,6299,UKIP,11.2
E14000612,3.6,63.9,Paul Ankers,1690,Liberal Democrat,-14.6
E14000612,3.0,63.9,Glyn Heath,1434,Green Party,2.0
E14000612,0.4,63.9,Valerie Morris,170,English Democrats,-0.7
E14000613,53.6,69.0,Jo Churchill,31815,Conservative,6.1
E14000613,17.7,69.0,Bill Edwards,10514,Labour,1.1
E14000613,14.7,69.0,John Howlett,8739,UKIP,9.6
E14000613,7.9,69.0,Helen Geake,4692,Green Party,3.6
E14000613,6.0,69.0,David Chappell,3581,Liberal Democrat,-20.4
E14000614,43.6,68.9,Craig Whittaker,23354,Conservative,4.2
E14000614,35.4,68.9,Josh Fenton-Glynn,18927,Labour,8.4
E14000614,11.1,68.9,Paul Rogan,5950,UKIP,8.8
E14000614,5.0,68.9,Alisdair Calder McGregor,2666,Liberal Democrat,-20.2
E14000614,3.9,68.9,Jenny Shepherd,2090,Green Party,2.2
E14000614,0.7,68.9,Rod Sutcliffe,389,Yorkshire First,0.7
E14000614,0.3,68.9,Joe Stead,165,World Peace Through Song,0.3
E14000611,41.9,66.9,David Nuttall,18970,Conservative,1.8
E14000611,41.1,66.9,James Frith,18592,Labour,5.9
E14000611,12.4,66.9,Ian Henderson,5595,UKIP,9.5
E14000611,2.5,66.9,John Southworth,1141,Green Party,2.5
E14000611,2.1,66.9,Richard Baum,932,Liberal Democrat,-14.9
E14000615,63.3,64.0,Harriet Harman,32614,Labour,4.1
E14000615,13.2,64.0,Naomi Newstead,6790,Conservative,0.1
E14000615,10.1,64.0,Amelia Womack,5187,Green Party,7.1
E14000615,5.0,64.0,Yahaya Kiingi,2580,Liberal Democrat,-17.4
E14000615,4.7,64.0,David Kurten,2413,UKIP,4.7
E14000615,1.6,64.0,Prem Goyal,829,All People's Party,1.6
E14000615,0.9,64.0,Rebecca Fox,466,National Health Action,0.9
E14000615,0.6,64.0,Nick Wrack,292,TUSC,0.6
E14000615,0.4,64.0,Alexander Robertson,197,Cannabis Is Safer Than Alcohol,0.4
E14000615,0.2,64.0,Joshua Ogunleye,107,Workers Revolutionary Party,-0.2
E14000615,0.2,64.0,Felicity Anscomb,86,Whig Party,0.2
E14000619,42.9,64.0,Julian Brazier,22918,Conservative,-1.9
E14000619,24.5,64.0,Hugh Lanning,13120,Labour,8.4
E14000619,13.6,64.0,Jim Gascoyne,7289,UKIP,9.8
E14000619,11.6,64.0,James Flanagan,6227,Liberal Democrat,-20.9
E14000619,7.0,64.0,Stuart Jeffery,3746,Green Party,4.7
E14000619,0.3,64.0,Robert Cox,165,Socialist Party GB,0.3
E14000623,52.2,74.9,Mel Stride,28436,Conservative,0.7
E14000623,13.2,74.9,John Conway,7171,UKIP,7.8
E14000623,12.8,74.9,Lynne Richards,6985,Labour,5.9
E14000623,12.2,74.9,Alex White,6643,Liberal Democrat,-22.2
E14000623,8.9,74.9,Andy Williamson,4866,Green Party,7.0
E14000623,0.6,74.9,Arthur Price,347,Independent,0.6
E14000618,44.2,63.2,Amanda Milling,20811,Conservative,4.1
E14000618,33.7,63.2,Janos Toth,15888,Labour,0.6
E14000618,17.5,63.2,Grahame Wiggin,8224,UKIP,14.0
E14000618,2.7,63.2,Ian Jackson,1270,Liberal Democrat,-14.3
E14000618,1.9,63.2,Paul Woodhead,906,Green Party,1.9
E14000620,44.3,64.7,John Stevenson,18873,Conservative,5.0
E14000620,37.8,64.7,Lee Sherriff,16099,Labour,0.5
E14000620,12.4,64.7,Fiona Mills,5277,UKIP,10.1
E14000620,2.6,64.7,Helen Davison,1125,Green Party,1.2
E14000620,2.6,64.7,Loraine Birchall,1087,Liberal Democrat,-13.0
E14000620,0.3,64.7,Alfred Okam,126,Independent,0.3
E14000621,34.9,68.1,Tom Brake,16603,Liberal Democrat,-13.4
E14000621,31.7,68.1,Matthew Maxwell Scott,15093,Conservative,-5.1
E14000621,15.0,68.1,Siobhan Tate,7150,Labour,6.3
E14000621,14.8,68.1,Bill Main-Ian,7049,UKIP,11.9
E14000621,3.1,68.1,Ross Hemingway,1492,Green Party,2.4
E14000621,0.4,68.1,Ashley Dickenson,177,Christian Peoples Alliance,0.4
E14000621,0.1,68.1,Richard Edmonds,49,National Front,0.1
E14000617,36.0,62.1,Daniel Zeichner,18646,Labour,11.7
E14000617,34.9,62.1,Julian Huppert,18047,Liberal Democrat,-4.3
E14000617,15.7,62.1,Chamali Fernando,8117,Conservative,-9.9
E14000617,7.9,62.1,Rupert Read,4109,Green Party,0.3
E14000617,5.2,62.1,Patrick O'Flynn,2668,UKIP,2.8
E14000617,0.4,62.1,Keith Garrett,187,Rebooting Democracy,0.4
E14000624,56.1,68.7,Dan Poulter,30317,Conservative,5.3
E14000624,18.8,68.7,Jack Abbott,10173,Labour,2.6
E14000624,13.8,68.7,Mark Cole,7459,UKIP,9.4
E14000624,6.1,68.7,Jon Neal,3314,Liberal Democrat,-18.8
E14000624,4.9,68.7,Rhodri Griffiths,2664,Green Party,2.2
E14000624,0.3,68.7,Tony Holyoak,162,English Democrats,0.3
E14000622,50.9,66.7,Rebecca Harris,23112,Conservative,6.9
E14000622,31.2,66.7,Jamie Huntman,14178,UKIP,31.2
E14000622,13.8,66.7,Joe Cooke,6283,Labour,-0.9
E14000622,2.4,66.7,Dominic Ellis,1076,Green Party,2.4
E14000622,1.8,66.7,Sereena Davey,801,Liberal Democrat,-7.6
E14000616,40.2,68.5,George Eustice,18452,Conservative,2.6
E14000616,25.0,68.5,Michael Foster,11448,Labour,8.6
E14000616,14.8,68.5,Bob Smith,6776,UKIP,9.7
E14000616,12.4,68.5,Julia Goldsworthy,5687,Liberal Democrat,-25.0
E14000616,5.7,68.5,Geoff Garbett,2608,Green Party,4.3
E14000616,2.0,68.5,Loveday Jenkin,897,Mebyon Kernow,0.1
E14000625,54.3,67.6,Edward Argar,28384,Conservative,4.7
E14000625,21.9,67.6,Sean Kelly-Walsh,11453,Labour,2.2
E14000625,15.9,67.6,Lynton Yates,8330,UKIP,12.6
E14000625,6.9,67.6,Simon Sansome,3605,Liberal Democrat,-14.6
E14000625,0.9,67.6,Cathy Duffy,489,British National Party,-4.9
E14000626,50.2,62.8,Tracey Crouch,21614,Conservative,4.0
E14000626,23.6,62.8,Tristan Osborne,10159,Labour,-8.7
E14000626,19.9,62.8,Ian Wallace,8581,UKIP,16.9
E14000626,3.2,62.8,Thomas Quinton,1360,Liberal Democrat,-10.2
E14000626,2.6,62.8,Luke Balnave,1101,Green Party,1.7
E14000626,0.3,62.8,John-Wesley Gibson,133,Christian Peoples Alliance,0.3
E14000626,0.3,62.8,Ivor Riddell,125,TUSC,0.3
E14000629,62.9,63.4,Greg Hands,25322,Conservative,2.5
E14000629,23.1,63.4,Alexandra Sanderson,9300,Labour,4.6
E14000629,5.2,63.4,Simon Bailey,2091,Liberal Democrat,-11.0
E14000629,5.1,63.4,Adrian Noble,2039,UKIP,3.9
E14000629,3.7,63.4,Guy Rubin,1474,Green Party,2.0
E14000628,51.5,68.5,Simon Burns,27732,Conservative,5.4
E14000628,17.6,68.5,Chris Vince,9482,Labour,6.7
E14000628,14.2,68.5,Mark Gough,7652,UKIP,11.4
E14000628,11.9,68.5,Stephen Robinson,6394,Liberal Democrat,-24.9
E14000628,3.5,68.5,Angela Thomson,1892,Green Party,2.6
E14000628,1.2,68.5,Henry Boyle,665,Liberal,1.2
E14000627,43.1,72.5,Mary Robinson,22889,Conservative,2.3
E14000627,31.0,72.5,Mark Hunter,16436,Liberal Democrat,-16.1
E14000627,16.3,72.5,Martin Miller,8673,Labour,7.0
E14000627,8.3,72.5,Shaun Hopkins,4423,UKIP,5.6
E14000627,0.7,72.5,Matthew Torbitt,390,Independent,0.7
E14000627,0.4,72.5,Drew Carswell,208,Above and Beyond,0.4
E14000627,0.1,72.5,Helen Bashford,76,Independence from Europe,0.1
E14000631,59.1,71.8,Cheryl Gillan,31138,Conservative,-1.3
E14000631,13.7,71.8,Alan Stevens,7218,UKIP,9.6
E14000631,12.7,71.8,Ben Davies,6712,Labour,7.1
E14000631,9.0,71.8,Kirsten Johnson,4761,Liberal Democrat,-19.5
E14000631,5.5,71.8,Gill Walker,2902,Green Party,4.0
E14000633,57.7,68.4,Andrew Tyrie,32953,Conservative,2.3
E14000633,14.9,68.4,Andrew Moncreiff,8540,UKIP,8.1
E14000633,12.1,68.4,Mark Farwell,6933,Labour,1.7
E14000633,8.5,68.4,Andrew Smith,4865,Liberal Democrat,-18.9
E14000633,6.5,68.4,Jasper Richmond,3742,Green Party,6.5
E14000633,0.2,68.4,Andrew Emerson,106,Patria,0.2
E14000634,47.9,65.7,Iain Duncan Smith,20999,Conservative,-4.8
E14000634,28.8,65.7,Bilal Mahmood,12613,Labour,6.1
E14000634,12.9,65.7,Freddy Vachha,5644,UKIP,10.3
E14000634,5.5,65.7,Anne Crook,2400,Liberal Democrat,-11.3
E14000634,4.2,65.7,Rebecca Tully,1854,Green Party,2.7
E14000634,0.6,65.7,Len Hockey,241,TUSC,0.6
E14000634,0.1,65.7,Lisa McKenzie,53,Class War,0.1
E14000632,47.9,63.2,Toby Perkins,21829,Labour,8.9
E14000632,18.1,63.2,Mark Vivis,8231,Conservative,2.3
E14000632,16.5,63.2,Stuart Yeowart,7523,UKIP,13.4
E14000632,13.8,63.2,Julia Cambridge,6301,Liberal Democrat,-24.0
E14000632,3.0,63.2,Matt Genn,1352,Green Party,1.7
E14000632,0.4,63.2,Matt Whale,202,TUSC,0.4
E14000632,0.3,63.2,Tommy Holgate,129,Peace Party,0.3
E14000636,48.6,68.1,Theresa Villiers,25759,Conservative,-0.2
E14000636,34.1,68.1,Amy Trevethan,18103,Labour,8.9
E14000636,7.8,68.1,Victor Kaye,4151,UKIP,5.0
E14000636,4.7,68.1,A M Poppy,2501,Green Party,2.7
E14000636,4.5,68.1,Marisha Ray,2381,Liberal Democrat,-15.7
E14000636,0.2,68.1,Mehdi Akhavan,118,Independent,0.2
E14000630,46.1,69.5,Alex Chalk,24790,Conservative,5.0
E14000630,34.0,69.5,Martin Horwood,18274,Liberal Democrat,-16.5
E14000630,7.3,69.5,Paul Gilbert,3902,Labour,2.1
E14000630,7.1,69.5,Christina Simmonds,3808,UKIP,4.8
E14000630,5.0,69.5,Adam Van Coevorden,2689,Green Party,5.0
E14000630,0.5,69.5,Richard Lupson-Darnell,272,Independent,0.5
E14000635,47.6,74.6,Michelle Donelan,26354,Conservative,6.5
E14000635,29.4,74.6,Duncan Hames,16278,Liberal Democrat,-16.4
E14000635,10.6,74.6,Julia Reid,5884,UKIP,7.2
E14000635,8.2,74.6,Andy Newman,4561,Labour,1.3
E14000635,4.2,74.6,Tina Johnston,2330,Green Party,3.4
E14000637,45.1,69.2,Lindsay Hoyle,23322,Labour,1.9
E14000637,36.3,69.2,Robert Loughenbury,18792,Conservative,-1.7
E14000637,13.5,69.2,Mark Smith,6995,UKIP,9.5
E14000637,2.6,69.2,Stephen Fenn,1354,Liberal Democrat,-11.4
E14000637,2.1,69.2,Alistair Straw,1111,Green Party,2.1
E14000637,0.3,69.2,Adrian Maudsley,138,Independent,0.3
E14000638,58.1,71.7,Christopher Chope,28887,Conservative,1.7
E14000638,21.5,71.7,Robin Grey,10663,UKIP,13.0
E14000638,9.5,71.7,Andrew Satherley,4745,Labour,-0.3
E14000638,6.6,71.7,Andy Canning,3263,Liberal Democrat,-18.7
E14000638,4.3,71.7,Shona Dunn,2149,Green Party,4.3
E14000639,54.1,59.3,Mark Field,19570,Conservative,1.9
E14000639,27.4,59.3,Nik Slingsby,9899,Labour,5.2
E14000639,7.0,59.3,Belinda Brooks-Gordon,2521,Liberal Democrat,-13.5
E14000639,5.4,59.3,Hugh Small,1953,Green Party,3.3
E14000639,5.2,59.3,Robert Stephenson,1894,UKIP,3.4
E14000639,0.4,59.3,Edouard-Henri Desforges,160,Cannabis Is Safer Than Alcohol,0.4
E14000639,0.4,59.3,Jill McLachlan,129,Christian Peoples Alliance,0.4
E14000639,0.2,59.3,Adam Clifford,59,Class War,0.2
E14000643,46.6,63.9,Martin Vickers,21026,Conservative,4.5
E14000643,29.1,63.9,Peter Keith,13133,Labour,-3.4
E14000643,18.5,63.9,Stephen Harness,8356,UKIP,11.4
E14000643,3.0,63.9,Roy Horobin,1346,Liberal Democrat,-15.2
E14000643,2.2,63.9,Carol Thornton,1013,Green Party,2.2
E14000643,0.5,63.9,Malcolm Morland,215,TUSC,0.5
E14000641,47.3,66.4,Roberta Blackman-Woods,21596,Labour,3.0
E14000641,22.2,66.4,Rebecca Coulson,10157,Conservative,9.0
E14000641,11.5,66.4,Liam Clark,5232,UKIP,9.6
E14000641,11.3,66.4,Craig Martin,5153,Liberal Democrat,-26.4
E14000641,5.9,66.4,Jonathan Elmer,2687,Green Party,5.9
E14000641,1.4,66.4,John Marshall,649,Independent,1.4
E14000641,0.4,66.4,Jon Collings,195,Independent,0.4
E14000640,43.2,70.8,Chris Matheson,22118,Labour,8.2
E14000640,43.1,70.8,Stephen Mosley,22025,Conservative,2.5
E14000640,8.1,70.8,Steve Ingram,4148,UKIP,5.5
E14000640,5.6,70.8,Bob Thompson,2870,Liberal Democrat,-13.5
E14000647,42.3,63.8,Jamie Reed,16750,Labour,-3.8
E14000647,35.8,63.8,Stephen Haraldsen,14186,Conservative,-1.3
E14000647,15.5,63.8,Michael Pye,6148,UKIP,13.2
E14000647,3.5,63.8,Danny Gallagher,1368,Liberal Democrat,-6.7
E14000647,3.0,63.8,Allan Todd,1179,Green Party,2.1
E14000645,44.4,68.8,Jason McCartney,25246,Conservative,7.5
E14000645,35.0,68.8,Jane East,19868,Labour,8.6
E14000645,10.1,68.8,Melanie Roberts,5734,UKIP,8.0
E14000645,6.0,68.8,Cahal Burke,3407,Liberal Democrat,-22.2
E14000645,3.4,68.8,Chas Ball,1919,Green Party,1.8
E14000645,1.0,68.8,Paul Salveson,572,Yorkshire First,1.0
E14000645,0.1,68.8,Melodie Staniforth,54,Independent,0.1
E14000646,53.3,70.4,Fiona Bruce,27164,Conservative,7.5
E14000646,20.4,70.4,Darren Price,10391,Labour,3.2
E14000646,13.6,70.4,Lee Slaughter,6922,UKIP,9.4
E14000646,9.1,70.4,Peter Hirst,4623,Liberal Democrat,-22.8
E14000646,3.7,70.4,Alec Heath,1876,Green Party,3.7
E14000644,38.9,65.5,Will Quince,18919,Conservative,6.1
E14000644,27.5,65.5,Bob Russell,13344,Liberal Democrat,-20.5
E14000644,16.2,65.5,Jordan Newell,7852,Labour,3.8
E14000644,12.1,65.5,John Pitts,5870,UKIP,9.2
E14000644,5.1,65.5,Mark Goacher,2499,Green Party,3.6
E14000644,0.2,65.5,Ken Scrimshaw,109,Christian Peoples Alliance,0.2
E14000642,44.4,64.1,Douglas Carswell,19642,UKIP,44.4
E14000642,36.7,64.1,Giles Watling,16205,Conservative,-16.4
E14000642,14.4,64.1,Tim Young,6364,Labour,-10.6
E14000642,2.7,64.1,Chris Southall,1184,Green Party,1.4
E14000642,1.8,64.1,David Grace,812,Liberal Democrat,-11.1
E14000649,52.2,55.3,Colleen Fletcher,22025,Labour,2.9
E14000649,23.1,55.3,Michelle Lowe,9751,Conservative,0.9
E14000649,14.9,55.3,Avtar Taggar,6278,UKIP,11.9
E14000649,4.8,55.3,Russell Field,2007,Liberal Democrat,-11.9
E14000649,2.9,55.3,Matthew Handley,1245,Green Party,2.9
E14000649,1.5,55.3,Nicky Downes,633,TUSC,1.5
E14000649,0.7,55.3,William Sidhu,292,Christian Movement for Great Britain,-0.3
E14000650,41.0,60.7,Geoffrey Robinson,18557,Labour,-1.8
E14000650,31.0,60.7,Parvez Akhtar,14048,Conservative,1.7
E14000650,15.7,60.7,Harjinder Sehmi,7101,UKIP,12.9
E14000650,4.3,60.7,Laura Vesty,1961,Green Party,3.3
E14000650,4.0,60.7,Andrew Furse,1810,Liberal Democrat,-13.9
E14000650,3.9,60.7,Dave Nellist,1769,TUSC,3.9
E14000655,62.6,62.3,Steve Reed,33513,Labour,6.6
E14000655,22.7,62.3,Vidhi Mohan,12149,Conservative,-1.4
E14000655,5.4,62.3,Winston McKenzie,2899,UKIP,3.7
E14000655,4.7,62.3,Shasha Khan,2515,Green Party,2.7
E14000655,3.6,62.3,Joanna Corbin,1919,Liberal Democrat,-10.4
E14000655,0.5,62.3,Glen Hart,261,TUSC,0.5
E14000655,0.3,62.3,Lee Berks,141,Independent,0.3
E14000655,0.2,62.3,Ben Stevenson,125,Communist Party of Britain,-0.1
E14000651,42.3,61.2,Jim Cunningham,18472,Labour,0.5
E14000651,35.0,61.2,Gary Ridley,15284,Conservative,1.5
E14000651,13.1,61.2,Mark Taylor,5709,UKIP,9.2
E14000651,4.1,61.2,Greg Judge,1779,Liberal Democrat,-14.0
E14000651,3.9,61.2,Ben Gallaher,1719,Green Party,2.5
E14000651,1.5,61.2,Judy Griffiths,650,TUSC,1.5
E14000651,0.2,61.2,Chris Rooney,86,Mainstream,0.2
E14000653,45.0,67.4,Edward Timpson,22445,Conservative,-0.9
E14000653,37.7,67.4,Adrian Heald,18825,Labour,3.7
E14000653,14.5,67.4,Richard Lee,7252,UKIP,11.8
E14000653,2.8,67.4,Roy Wood,1374,Liberal Democrat,-12.2
E14000648,42.8,70.4,Tom Pursglove,24023,Conservative,0.6
E14000648,38.5,70.4,Andy Sawford,21611,Labour,-0.2
E14000648,13.7,70.4,Margot Parker,7708,UKIP,13.7
E14000648,2.6,70.4,Peter Harris,1458,Liberal Democrat,-11.8
E14000648,2.4,70.4,Jonathan Hornett,1374,Green Party,2.4
E14000656,54.5,70.4,Chris Philp,31448,Conservative,3.6
E14000656,24.8,70.4,Emily Benn,14308,Labour,4.8
E14000656,10.5,70.4,Kathleen Garner,6068,UKIP,6.1
E14000656,6.0,70.4,Gill Hickson,3448,Liberal Democrat,-16.9
E14000656,3.7,70.4,Peter Underwood,2154,Green Party,2.0
E14000656,0.4,70.4,Mark Samuel,221,Putting Croydon First!,0.4
E14000656,0.1,70.4,Jonathan Bigger,65,Class War,0.1
E14000654,43.0,67.7,Gavin Barwell,22753,Conservative,3.6
E14000654,42.7,67.7,Sarah Jones,22588,Labour,9.1
E14000654,9.1,67.7,Peter Staveley,4810,UKIP,7.1
E14000654,2.7,67.7,Esther Sutton,1454,Green Party,1.6
E14000654,2.2,67.7,James Fearnley,1152,Liberal Democrat,-11.0
E14000654,0.2,67.7,April Ashley,127,TUSC,0.2
E14000654,0.1,67.7,Martin Camden,57,UK Progressive Democracy Party,0.1
E14000658,42.9,62.5,Jenny Chapman,17637,Labour,3.5
E14000658,35.2,62.5,Peter Cuthbertson,14479,Conservative,3.7
E14000658,13.1,62.5,Dave Hodgson,5392,UKIP,10.3
E14000658,4.8,62.5,Anne-Marie Curry,1966,Liberal Democrat,-18.6
E14000658,3.5,62.5,Michael Cherrington,1444,Green Party,3.5
E14000658,0.5,62.5,Alan Docherty,223,TUSC,0.5
E14000660,58.2,72.2,Chris Heaton-Harris,30550,Conservative,1.7
E14000660,18.1,72.2,Abigail Campbell,9491,Labour,2.3
E14000660,15.8,72.2,Michael Gerard,8296,UKIP,11.3
E14000660,4.5,72.2,Callum Delhoy,2352,Liberal Democrat,-15.0
E14000660,3.5,72.2,Steve Whiffen,1829,Green Party,2.0
E14000659,49.0,68.4,Gareth Johnson,25670,Conservative,0.2
E14000659,25.4,68.4,Simon Thomson,13325,Labour,-2.1
E14000659,19.9,68.4,Elizabeth Jones,10434,UKIP,16.2
E14000659,2.8,68.4,Simon Beard,1454,Liberal Democrat,-11.9
E14000659,2.5,68.4,Andy Blatchford,1324,Green Party,2.5
E14000659,0.4,68.4,Steve Uncles,211,English Democrats,-3.9
E14000652,47.0,65.7,Henry Smith,22829,Conservative,2.3
E14000652,33.6,65.7,Chris Oxlade,16303,Labour,1.3
E14000652,14.4,65.7,Chris Brown,6979,UKIP,11.5
E14000652,2.8,65.7,Sarah Osborne,1339,Liberal Democrat,-11.6
E14000652,2.3,65.7,Guy Hudson,1100,Green Party,1.0
E14000657,41.4,62.3,Jon Cruddas,17830,Labour,1.1
E14000657,29.8,62.3,Peter Harris,12850,UKIP,26.3
E14000657,24.4,62.3,Julie Marson,10492,Conservative,-10.0
E14000657,1.9,62.3,Kate Simpson,806,Green Party,1.2
E14000657,1.7,62.3,Denise Capstick,717,Liberal Democrat,-6.9
E14000657,0.4,62.3,Tess Culnane,151,British National Party,-10.8
E14000657,0.3,62.3,Terry London,133,Independent,0.3
E14000657,0.2,62.3,Kim Gandy,71,English Democrats,0.2
E14000664,52.4,74.6,Patrick McLoughlin,24805,Conservative,0.3
E14000664,22.7,74.6,Andy Botham,10761,Labour,3.4
E14000664,11.6,74.6,John Young,5508,UKIP,7.8
E14000664,8.4,74.6,Ben Fearn,3965,Liberal Democrat,-14.1
E14000664,4.6,74.6,Ian Wood,2173,Green Party,2.9
E14000664,0.3,74.6,Amila Y'Mech,149,Humanity,0.2
E14000663,49.0,58.1,Margaret Beckett,20007,Labour,5.7
E14000663,27.4,58.1,Evonne Williams,11179,Conservative,-1.1
E14000663,15.5,58.1,Victor Webb,6341,UKIP,11.1
E14000663,4.2,58.1,Joe Naitta,1717,Liberal Democrat,-16.3
E14000663,3.0,58.1,David Foster,1208,Green Party,3.0
E14000663,0.6,58.1,Chris Fernandez,225,TUSC,0.6
E14000663,0.4,58.1,David Gale,143,British Independents,0.4
E14000662,36.7,69.1,Amanda Solloway,16402,Conservative,5.0
E14000662,36.6,69.1,Chris Williamson,16361,Labour,3.5
E14000662,14.6,69.1,Tilly Ward,6532,UKIP,12.8
E14000662,8.6,69.1,Lucy Care,3832,Liberal Democrat,-19.5
E14000662,3.6,69.1,Alice Mason-Power,1618,Green Party,3.6
E14000666,41.8,67.2,Paula Sherriff,22406,Labour,9.6
E14000666,39.1,67.2,Simon Reevell,20955,Conservative,4.1
E14000666,12.4,67.2,Mark Thackray,6649,UKIP,12.4
E14000666,3.6,67.2,Ednan Hussain,1924,Liberal Democrat,-13.4
E14000666,2.5,67.2,Adrian Cruden,1366,Green Party,1.0
E14000666,0.4,67.2,Richard Carter,236,Yorkshire First,0.4
E14000666,0.2,67.2,Steve Hakes,94,Christian Peoples Alliance,0.2
E14000667,46.2,59.6,Caroline Flint,19621,Labour,8.2
E14000667,25.3,59.6,Carl Jackson,10736,Conservative,-4.4
E14000667,23.5,59.6,Guy Aston,9963,UKIP,19.1
E14000667,3.5,59.6,Rene Paterson,1487,Liberal Democrat,-13.6
E14000667,1.0,59.6,Steve Williams,437,TUSC,1.0
E14000667,0.6,59.6,Louise Dutton,242,English Democrats,-3.5
E14000665,57.7,70.8,Claire Perry,28295,Conservative,2.7
E14000665,15.4,70.8,David Pollitt,7544,UKIP,10.9
E14000665,13.0,70.8,Chris Watts,6360,Labour,2.8
E14000665,8.1,70.8,Manda Rigby,3954,Liberal Democrat,-18.9
E14000665,5.8,70.8,Emma Dawnay,2853,Green Party,4.1
